"Study_number","Site_ID","Meas_Year","Meas_Month","Meas_DOY","Rs_Norm","Rh_Norm","Ra_Norm","HC","RC","Tsoil","TsDepth","TsMethod","SWC","SWCDepth","SWCType","SWCComment","Meas_Month2","Study_midyear","Latitude","Longitude","Elevation","Manipulation","Biome","Ecosystem_type","Leaf_habit","Soil_type","Soil_BD","Soil_CN","Soil_sand","Soil_silt","Soil_clay","MAT","MAP","PET","Study_temp","Study_precip","Meas_method","Collar_height","Collar_depth","Chamber_area","Time_of_day","Meas_interval","Annual_coverage","Partition_method","Rs_annual","Ra_annual","Rh_annual","RC_annual","C_soilmineral"
8580,"CN-HB-GNN",2011,NA,213,NA,1.12,NA,NA,NA,27.02,10,"",NA,NA,"","",8,2011.5,32.63,110.62,234,"Fertilized","Subtropical","Agriculture","Deciduous","Sandy loam",1.3,8.73,61.1,33.7,5.2,15.3,834,NA,NA,NA,"Gas chromatography",NA,NA,2500,"8to11",1.5,1,"Exclusion",NA,NA,272,NA,NA
8580,"CN-HB-GNN",2011,NA,225,NA,1.36,NA,NA,NA,23.25,10,"",NA,NA,"","",8,2011.5,32.63,110.62,234,"Fertilized","Subtropical","Agriculture","Deciduous","Sandy loam",1.3,8.73,61.1,33.7,5.2,15.3,834,NA,NA,NA,"Gas chromatography",NA,NA,2500,"8to11",1.5,1,"Exclusion",NA,NA,272,NA,NA
8580,"CN-HB-GNN",2011,NA,242,NA,0.99,NA,NA,NA,23.53,10,"",NA,NA,"","",8,2011.5,32.63,110.62,234,"Fertilized","Subtropical","Agriculture","Deciduous","Sandy loam",1.3,8.73,61.1,33.7,5.2,15.3,834,NA,NA,NA,"Gas chromatography",NA,NA,2500,"8to11",1.5,1,"Exclusion",NA,NA,272,NA,NA
8580,"CN-HB-GNN",2011,NA,254,NA,1.17,NA,NA,NA,20.44,10,"",NA,NA,"","",9,2011.5,32.63,110.62,234,"Fertilized","Subtropical","Agriculture","Deciduous","Sandy loam",1.3,8.73,61.1,33.7,5.2,15.3,834,NA,NA,NA,"Gas chromatography",NA,NA,2500,"8to11",1.5,1,"Exclusion",NA,NA,272,NA,NA
8580,"CN-HB-GNN",2011,NA,261,NA,1.48,NA,NA,NA,18.96,10,"",NA,NA,"","",9,2011.5,32.63,110.62,234,"Fertilized","Subtropical","Agriculture","Deciduous","Sandy loam",1.3,8.73,61.1,33.7,5.2,15.3,834,NA,NA,NA,"Gas chromatography",NA,NA,2500,"8to11",1.5,1,"Exclusion",NA,NA,272,NA,NA
8580,"CN-HB-GNN",2011,NA,273,NA,1.53,NA,NA,NA,19.37,10,"",NA,NA,"","",9,2011.5,32.63,110.62,234,"Fertilized","Subtropical","Agriculture","Deciduous","Sandy loam",1.3,8.73,61.1,33.7,5.2,15.3,834,NA,NA,NA,"Gas chromatography",NA,NA,2500,"8to11",1.5,1,"Exclusion",NA,NA,272,NA,NA
8580,"CN-HB-GNN",2011,NA,283,NA,1.16,NA,NA,NA,20.32,10,"",NA,NA,"","",10,2011.5,32.63,110.62,234,"Fertilized","Subtropical","Agriculture","Deciduous","Sandy loam",1.3,8.73,61.1,33.7,5.2,15.3,834,NA,NA,NA,"Gas chromatography",NA,NA,2500,"8to11",1.5,1,"Exclusion",NA,NA,272,NA,NA
8580,"CN-HB-GNN",2011,NA,293,NA,0.83,NA,NA,NA,17.1,10,"",NA,NA,"","",10,2011.5,32.63,110.62,234,"Fertilized","Subtropical","Agriculture","Deciduous","Sandy loam",1.3,8.73,61.1,33.7,5.2,15.3,834,NA,NA,NA,"Gas chromatography",NA,NA,2500,"8to11",1.5,1,"Exclusion",NA,NA,272,NA,NA
8580,"CN-HB-GNN",2011,NA,305,NA,0.69,NA,NA,NA,15.09,10,"",NA,NA,"","",11,2011.5,32.63,110.62,234,"Fertilized","Subtropical","Agriculture","Deciduous","Sandy loam",1.3,8.73,61.1,33.7,5.2,15.3,834,NA,NA,NA,"Gas chromatography",NA,NA,2500,"8to11",1.5,1,"Exclusion",NA,NA,272,NA,NA
8580,"CN-HB-GNN",2011,NA,316,NA,0.53,NA,NA,NA,14.15,10,"",NA,NA,"","",11,2011.5,32.63,110.62,234,"Fertilized","Subtropical","Agriculture","Deciduous","Sandy loam",1.3,8.73,61.1,33.7,5.2,15.3,834,NA,NA,NA,"Gas chromatography",NA,NA,2500,"8to11",1.5,1,"Exclusion",NA,NA,272,NA,NA
8580,"CN-HB-GNN",2011,NA,325,NA,0.41,NA,NA,NA,13.08,10,"",NA,NA,"","",11,2011.5,32.63,110.62,234,"Fertilized","Subtropical","Agriculture","Deciduous","Sandy loam",1.3,8.73,61.1,33.7,5.2,15.3,834,NA,NA,NA,"Gas chromatography",NA,NA,2500,"8to11",1.5,1,"Exclusion",NA,NA,272,NA,NA
8580,"CN-HB-GNN",2011,NA,335,NA,0.34,NA,NA,NA,10.12,10,"",NA,NA,"","",12,2011.5,32.63,110.62,234,"Fertilized","Subtropical","Agriculture","Deciduous","Sandy loam",1.3,8.73,61.1,33.7,5.2,15.3,834,NA,NA,NA,"Gas chromatography",NA,NA,2500,"8to11",1.5,1,"Exclusion",NA,NA,272,NA,NA
8580,"CN-HB-GNN",2011,NA,348,NA,0.45,NA,NA,NA,6.76,10,"",NA,NA,"","",12,2011.5,32.63,110.62,234,"Fertilized","Subtropical","Agriculture","Deciduous","Sandy loam",1.3,8.73,61.1,33.7,5.2,15.3,834,NA,NA,NA,"Gas chromatography",NA,NA,2500,"8to11",1.5,1,"Exclusion",NA,NA,272,NA,NA
8580,"CN-HB-GNN",2011,NA,357,NA,0.39,NA,NA,NA,4.21,10,"",NA,NA,"","",12,2011.5,32.63,110.62,234,"Fertilized","Subtropical","Agriculture","Deciduous","Sandy loam",1.3,8.73,61.1,33.7,5.2,15.3,834,NA,NA,NA,"Gas chromatography",NA,NA,2500,"8to11",1.5,1,"Exclusion",NA,NA,272,NA,NA
8580,"CN-HB-GNN",2012,NA,2,NA,0.45,NA,NA,NA,4.62,10,"",NA,NA,"","",1,2011,32.63,110.62,234,"Fertilized","Subtropical","Agriculture","Deciduous","Sandy loam",1.3,8.73,61.1,33.7,5.2,15.3,834,NA,NA,NA,"Gas chromatography",NA,NA,2500,"8to11",1.5,1,"Exclusion",NA,NA,272,NA,NA
8580,"CN-HB-GNN",2012,NA,14,NA,0.62,NA,NA,NA,6.65,10,"",NA,NA,"","",1,2011,32.63,110.62,234,"Fertilized","Subtropical","Agriculture","Deciduous","Sandy loam",1.3,8.73,61.1,33.7,5.2,15.3,834,NA,NA,NA,"Gas chromatography",NA,NA,2500,"8to11",1.5,1,"Exclusion",NA,NA,272,NA,NA
8580,"CN-HB-GNN",2012,NA,26,NA,0.39,NA,NA,NA,3.96,10,"",NA,NA,"","",1,2011,32.63,110.62,234,"Fertilized","Subtropical","Agriculture","Deciduous","Sandy loam",1.3,8.73,61.1,33.7,5.2,15.3,834,NA,NA,NA,"Gas chromatography",NA,NA,2500,"8to11",1.5,1,"Exclusion",NA,NA,272,NA,NA
8580,"CN-HB-GNN",2012,NA,35,NA,0.36,NA,NA,NA,3.84,10,"",NA,NA,"","",2,2011,32.63,110.62,234,"Fertilized","Subtropical","Agriculture","Deciduous","Sandy loam",1.3,8.73,61.1,33.7,5.2,15.3,834,NA,NA,NA,"Gas chromatography",NA,NA,2500,"8to11",1.5,1,"Exclusion",NA,NA,272,NA,NA
8580,"CN-HB-GNN",2012,NA,48,NA,0.46,NA,NA,NA,4.11,10,"",NA,NA,"","",2,2011,32.63,110.62,234,"Fertilized","Subtropical","Agriculture","Deciduous","Sandy loam",1.3,8.73,61.1,33.7,5.2,15.3,834,NA,NA,NA,"Gas chromatography",NA,NA,2500,"8to11",1.5,1,"Exclusion",NA,NA,272,NA,NA
8580,"CN-HB-GNN",2012,NA,57,NA,0.48,NA,NA,NA,5.2,10,"",NA,NA,"","",2,2011,32.63,110.62,234,"Fertilized","Subtropical","Agriculture","Deciduous","Sandy loam",1.3,8.73,61.1,33.7,5.2,15.3,834,NA,NA,NA,"Gas chromatography",NA,NA,2500,"8to11",1.5,1,"Exclusion",NA,NA,272,NA,NA
8580,"CN-HB-GNN",2012,NA,70,NA,0.55,NA,NA,NA,5.61,10,"",NA,NA,"","",3,2011,32.63,110.62,234,"Fertilized","Subtropical","Agriculture","Deciduous","Sandy loam",1.3,8.73,61.1,33.7,5.2,15.3,834,NA,NA,NA,"Gas chromatography",NA,NA,2500,"8to11",1.5,1,"Exclusion",NA,NA,272,NA,NA
8580,"CN-HB-GNN",2012,NA,81,NA,0.73,NA,NA,NA,6.69,10,"",NA,NA,"","",3,2011,32.63,110.62,234,"Fertilized","Subtropical","Agriculture","Deciduous","Sandy loam",1.3,8.73,61.1,33.7,5.2,15.3,834,NA,NA,NA,"Gas chromatography",NA,NA,2500,"8to11",1.5,1,"Exclusion",NA,NA,272,NA,NA
8580,"CN-HB-GNN",2012,NA,89,NA,0.84,NA,NA,NA,8.99,10,"",NA,NA,"","",3,2011,32.63,110.62,234,"Fertilized","Subtropical","Agriculture","Deciduous","Sandy loam",1.3,8.73,61.1,33.7,5.2,15.3,834,NA,NA,NA,"Gas chromatography",NA,NA,2500,"8to11",1.5,1,"Exclusion",NA,NA,272,NA,NA
8580,"CN-HB-GNN",2012,NA,101,NA,1.2,NA,NA,NA,12.09,10,"",NA,NA,"","",4,2011,32.63,110.62,234,"Fertilized","Subtropical","Agriculture","Deciduous","Sandy loam",1.3,8.73,61.1,33.7,5.2,15.3,834,NA,NA,NA,"Gas chromatography",NA,NA,2500,"8to11",1.5,1,"Exclusion",NA,NA,272,NA,NA
8580,"CN-HB-GNN",2012,NA,109,NA,1.45,NA,NA,NA,15.06,10,"",NA,NA,"","",4,2011,32.63,110.62,234,"Fertilized","Subtropical","Agriculture","Deciduous","Sandy loam",1.3,8.73,61.1,33.7,5.2,15.3,834,NA,NA,NA,"Gas chromatography",NA,NA,2500,"8to11",1.5,1,"Exclusion",NA,NA,272,NA,NA
8580,"CN-HB-GNN",2012,NA,123,NA,1.99,NA,NA,NA,18.03,10,"",NA,NA,"","",5,2011,32.63,110.62,234,"Fertilized","Subtropical","Agriculture","Deciduous","Sandy loam",1.3,8.73,61.1,33.7,5.2,15.3,834,NA,NA,NA,"Gas chromatography",NA,NA,2500,"8to11",1.5,1,"Exclusion",NA,NA,272,NA,NA
8580,"CN-HB-GUN",2011,NA,99,NA,0.36,NA,NA,NA,22.09,10,"",NA,NA,"","",4,2011.5,32.63,110.62,234,"Fertilized","Subtropical","Agriculture","Deciduous","Sandy loam",1.3,8.73,61.1,33.7,5.2,15.3,834,NA,NA,NA,"Gas chromatography",NA,NA,2500,"8to11",1.5,1,"Exclusion",NA,NA,247,NA,NA
8580,"CN-HB-GUN",2011,NA,116,NA,0.45,NA,NA,NA,24.53,10,"",NA,NA,"","",4,2011.5,32.63,110.62,234,"Fertilized","Subtropical","Agriculture","Deciduous","Sandy loam",1.3,8.73,61.1,33.7,5.2,15.3,834,NA,NA,NA,"Gas chromatography",NA,NA,2500,"8to11",1.5,1,"Exclusion",NA,NA,247,NA,NA
8580,"CN-HB-GUN",2011,NA,131,NA,0.2,NA,NA,NA,23.86,10,"",NA,NA,"","",5,2011.5,32.63,110.62,234,"Fertilized","Subtropical","Agriculture","Deciduous","Sandy loam",1.3,8.73,61.1,33.7,5.2,15.3,834,NA,NA,NA,"Gas chromatography",NA,NA,2500,"8to11",1.5,1,"Exclusion",NA,NA,247,NA,NA
8580,"CN-HB-GUN",2011,NA,143,NA,0.43,NA,NA,NA,25.89,10,"",NA,NA,"","",5,2011.5,32.63,110.62,234,"Fertilized","Subtropical","Agriculture","Deciduous","Sandy loam",1.3,8.73,61.1,33.7,5.2,15.3,834,NA,NA,NA,"Gas chromatography",NA,NA,2500,"8to11",1.5,1,"Exclusion",NA,NA,247,NA,NA
8580,"CN-HB-GUN",2011,NA,152,NA,0.36,NA,NA,NA,24.55,10,"",NA,NA,"","",6,2011.5,32.63,110.62,234,"Fertilized","Subtropical","Agriculture","Deciduous","Sandy loam",1.3,8.73,61.1,33.7,5.2,15.3,834,NA,NA,NA,"Gas chromatography",NA,NA,2500,"8to11",1.5,1,"Exclusion",NA,NA,247,NA,NA
8580,"CN-HB-GUN",2011,NA,164,NA,0.54,NA,NA,NA,26.58,10,"",NA,NA,"","",6,2011.5,32.63,110.62,234,"Fertilized","Subtropical","Agriculture","Deciduous","Sandy loam",1.3,8.73,61.1,33.7,5.2,15.3,834,NA,NA,NA,"Gas chromatography",NA,NA,2500,"8to11",1.5,1,"Exclusion",NA,NA,247,NA,NA
8580,"CN-HB-GUN",2011,NA,176,NA,0.56,NA,NA,NA,26.45,10,"",NA,NA,"","",6,2011.5,32.63,110.62,234,"Fertilized","Subtropical","Agriculture","Deciduous","Sandy loam",1.3,8.73,61.1,33.7,5.2,15.3,834,NA,NA,NA,"Gas chromatography",NA,NA,2500,"8to11",1.5,1,"Exclusion",NA,NA,247,NA,NA
8580,"CN-HB-GUN",2011,NA,188,NA,0.7,NA,NA,NA,25.92,10,"",NA,NA,"","",7,2011.5,32.63,110.62,234,"Fertilized","Subtropical","Agriculture","Deciduous","Sandy loam",1.3,8.73,61.1,33.7,5.2,15.3,834,NA,NA,NA,"Gas chromatography",NA,NA,2500,"8to11",1.5,1,"Exclusion",NA,NA,247,NA,NA
8580,"CN-HB-GUN",2011,NA,197,NA,0.63,NA,NA,NA,26.2,10,"",NA,NA,"","",7,2011.5,32.63,110.62,234,"Fertilized","Subtropical","Agriculture","Deciduous","Sandy loam",1.3,8.73,61.1,33.7,5.2,15.3,834,NA,NA,NA,"Gas chromatography",NA,NA,2500,"8to11",1.5,1,"Exclusion",NA,NA,247,NA,NA
8580,"CN-HB-GUN",2011,NA,206,NA,0.53,NA,NA,NA,25.53,10,"",NA,NA,"","",7,2011.5,32.63,110.62,234,"Fertilized","Subtropical","Agriculture","Deciduous","Sandy loam",1.3,8.73,61.1,33.7,5.2,15.3,834,NA,NA,NA,"Gas chromatography",NA,NA,2500,"8to11",1.5,1,"Exclusion",NA,NA,247,NA,NA
8580,"CN-HB-GUN",2011,NA,213,NA,0.95,NA,NA,NA,27.02,10,"",NA,NA,"","",8,2011.5,32.63,110.62,234,"Fertilized","Subtropical","Agriculture","Deciduous","Sandy loam",1.3,8.73,61.1,33.7,5.2,15.3,834,NA,NA,NA,"Gas chromatography",NA,NA,2500,"8to11",1.5,1,"Exclusion",NA,NA,247,NA,NA
8580,"CN-HB-GUN",2011,NA,225,NA,1.31,NA,NA,NA,23.25,10,"",NA,NA,"","",8,2011.5,32.63,110.62,234,"Fertilized","Subtropical","Agriculture","Deciduous","Sandy loam",1.3,8.73,61.1,33.7,5.2,15.3,834,NA,NA,NA,"Gas chromatography",NA,NA,2500,"8to11",1.5,1,"Exclusion",NA,NA,247,NA,NA
8580,"CN-HB-GUN",2011,NA,242,NA,1.55,NA,NA,NA,23.53,10,"",NA,NA,"","",8,2011.5,32.63,110.62,234,"Fertilized","Subtropical","Agriculture","Deciduous","Sandy loam",1.3,8.73,61.1,33.7,5.2,15.3,834,NA,NA,NA,"Gas chromatography",NA,NA,2500,"8to11",1.5,1,"Exclusion",NA,NA,247,NA,NA
8580,"CN-HB-GUN",2011,NA,254,NA,1.09,NA,NA,NA,20.44,10,"",NA,NA,"","",9,2011.5,32.63,110.62,234,"Fertilized","Subtropical","Agriculture","Deciduous","Sandy loam",1.3,8.73,61.1,33.7,5.2,15.3,834,NA,NA,NA,"Gas chromatography",NA,NA,2500,"8to11",1.5,1,"Exclusion",NA,NA,247,NA,NA
8580,"CN-HB-GUN",2011,NA,261,NA,1.38,NA,NA,NA,18.96,10,"",NA,NA,"","",9,2011.5,32.63,110.62,234,"Fertilized","Subtropical","Agriculture","Deciduous","Sandy loam",1.3,8.73,61.1,33.7,5.2,15.3,834,NA,NA,NA,"Gas chromatography",NA,NA,2500,"8to11",1.5,1,"Exclusion",NA,NA,247,NA,NA
8580,"CN-HB-GUN",2011,NA,273,NA,1.33,NA,NA,NA,19.37,10,"",NA,NA,"","",9,2011.5,32.63,110.62,234,"Fertilized","Subtropical","Agriculture","Deciduous","Sandy loam",1.3,8.73,61.1,33.7,5.2,15.3,834,NA,NA,NA,"Gas chromatography",NA,NA,2500,"8to11",1.5,1,"Exclusion",NA,NA,247,NA,NA
8580,"CN-HB-GUN",2011,NA,283,NA,1.09,NA,NA,NA,20.32,10,"",NA,NA,"","",10,2011.5,32.63,110.62,234,"Fertilized","Subtropical","Agriculture","Deciduous","Sandy loam",1.3,8.73,61.1,33.7,5.2,15.3,834,NA,NA,NA,"Gas chromatography",NA,NA,2500,"8to11",1.5,1,"Exclusion",NA,NA,247,NA,NA
8580,"CN-HB-GUN",2011,NA,293,NA,0.91,NA,NA,NA,17.1,10,"",NA,NA,"","",10,2011.5,32.63,110.62,234,"Fertilized","Subtropical","Agriculture","Deciduous","Sandy loam",1.3,8.73,61.1,33.7,5.2,15.3,834,NA,NA,NA,"Gas chromatography",NA,NA,2500,"8to11",1.5,1,"Exclusion",NA,NA,247,NA,NA
8580,"CN-HB-GUN",2011,NA,305,NA,0.82,NA,NA,NA,15.09,10,"",NA,NA,"","",11,2011.5,32.63,110.62,234,"Fertilized","Subtropical","Agriculture","Deciduous","Sandy loam",1.3,8.73,61.1,33.7,5.2,15.3,834,NA,NA,NA,"Gas chromatography",NA,NA,2500,"8to11",1.5,1,"Exclusion",NA,NA,247,NA,NA
8580,"CN-HB-GUN",2011,NA,316,NA,0.58,NA,NA,NA,14.15,10,"",NA,NA,"","",11,2011.5,32.63,110.62,234,"Fertilized","Subtropical","Agriculture","Deciduous","Sandy loam",1.3,8.73,61.1,33.7,5.2,15.3,834,NA,NA,NA,"Gas chromatography",NA,NA,2500,"8to11",1.5,1,"Exclusion",NA,NA,247,NA,NA
8580,"CN-HB-GUN",2011,NA,325,NA,0.48,NA,NA,NA,13.08,10,"",NA,NA,"","",11,2011.5,32.63,110.62,234,"Fertilized","Subtropical","Agriculture","Deciduous","Sandy loam",1.3,8.73,61.1,33.7,5.2,15.3,834,NA,NA,NA,"Gas chromatography",NA,NA,2500,"8to11",1.5,1,"Exclusion",NA,NA,247,NA,NA
8580,"CN-HB-GUN",2011,NA,335,NA,0.38,NA,NA,NA,10.12,10,"",NA,NA,"","",12,2011.5,32.63,110.62,234,"Fertilized","Subtropical","Agriculture","Deciduous","Sandy loam",1.3,8.73,61.1,33.7,5.2,15.3,834,NA,NA,NA,"Gas chromatography",NA,NA,2500,"8to11",1.5,1,"Exclusion",NA,NA,247,NA,NA
8580,"CN-HB-GUN",2011,NA,348,NA,0.43,NA,NA,NA,6.76,10,"",NA,NA,"","",12,2011.5,32.63,110.62,234,"Fertilized","Subtropical","Agriculture","Deciduous","Sandy loam",1.3,8.73,61.1,33.7,5.2,15.3,834,NA,NA,NA,"Gas chromatography",NA,NA,2500,"8to11",1.5,1,"Exclusion",NA,NA,247,NA,NA
8580,"CN-HB-GUN",2011,NA,357,NA,0.41,NA,NA,NA,4.21,10,"",NA,NA,"","",12,2011.5,32.63,110.62,234,"Fertilized","Subtropical","Agriculture","Deciduous","Sandy loam",1.3,8.73,61.1,33.7,5.2,15.3,834,NA,NA,NA,"Gas chromatography",NA,NA,2500,"8to11",1.5,1,"Exclusion",NA,NA,247,NA,NA
8580,"CN-HB-GUN",2012,NA,2,NA,0.44,NA,NA,NA,4.62,10,"",NA,NA,"","",1,2011,32.63,110.62,234,"Fertilized","Subtropical","Agriculture","Deciduous","Sandy loam",1.3,8.73,61.1,33.7,5.2,15.3,834,NA,NA,NA,"Gas chromatography",NA,NA,2500,"8to11",1.5,1,"Exclusion",NA,NA,247,NA,NA
8580,"CN-HB-GUN",2012,NA,14,NA,0.5,NA,NA,NA,6.65,10,"",NA,NA,"","",1,2011,32.63,110.62,234,"Fertilized","Subtropical","Agriculture","Deciduous","Sandy loam",1.3,8.73,61.1,33.7,5.2,15.3,834,NA,NA,NA,"Gas chromatography",NA,NA,2500,"8to11",1.5,1,"Exclusion",NA,NA,247,NA,NA
8580,"CN-HB-GUN",2012,NA,26,NA,0.43,NA,NA,NA,3.96,10,"",NA,NA,"","",1,2011,32.63,110.62,234,"Fertilized","Subtropical","Agriculture","Deciduous","Sandy loam",1.3,8.73,61.1,33.7,5.2,15.3,834,NA,NA,NA,"Gas chromatography",NA,NA,2500,"8to11",1.5,1,"Exclusion",NA,NA,247,NA,NA
8580,"CN-HB-GUN",2012,NA,35,NA,0.37,NA,NA,NA,3.84,10,"",NA,NA,"","",2,2011,32.63,110.62,234,"Fertilized","Subtropical","Agriculture","Deciduous","Sandy loam",1.3,8.73,61.1,33.7,5.2,15.3,834,NA,NA,NA,"Gas chromatography",NA,NA,2500,"8to11",1.5,1,"Exclusion",NA,NA,247,NA,NA
8580,"CN-HB-GUN",2012,NA,48,NA,0.4,NA,NA,NA,4.11,10,"",NA,NA,"","",2,2011,32.63,110.62,234,"Fertilized","Subtropical","Agriculture","Deciduous","Sandy loam",1.3,8.73,61.1,33.7,5.2,15.3,834,NA,NA,NA,"Gas chromatography",NA,NA,2500,"8to11",1.5,1,"Exclusion",NA,NA,247,NA,NA
8580,"CN-HB-GUN",2012,NA,57,NA,0.4,NA,NA,NA,5.2,10,"",NA,NA,"","",2,2011,32.63,110.62,234,"Fertilized","Subtropical","Agriculture","Deciduous","Sandy loam",1.3,8.73,61.1,33.7,5.2,15.3,834,NA,NA,NA,"Gas chromatography",NA,NA,2500,"8to11",1.5,1,"Exclusion",NA,NA,247,NA,NA
8580,"CN-HB-GUN",2012,NA,70,NA,0.52,NA,NA,NA,5.61,10,"",NA,NA,"","",3,2011,32.63,110.62,234,"Fertilized","Subtropical","Agriculture","Deciduous","Sandy loam",1.3,8.73,61.1,33.7,5.2,15.3,834,NA,NA,NA,"Gas chromatography",NA,NA,2500,"8to11",1.5,1,"Exclusion",NA,NA,247,NA,NA
8580,"CN-HB-GUN",2012,NA,81,NA,0.6,NA,NA,NA,6.69,10,"",NA,NA,"","",3,2011,32.63,110.62,234,"Fertilized","Subtropical","Agriculture","Deciduous","Sandy loam",1.3,8.73,61.1,33.7,5.2,15.3,834,NA,NA,NA,"Gas chromatography",NA,NA,2500,"8to11",1.5,1,"Exclusion",NA,NA,247,NA,NA
8580,"CN-HB-GUN",2012,NA,89,NA,0.74,NA,NA,NA,8.99,10,"",NA,NA,"","",3,2011,32.63,110.62,234,"Fertilized","Subtropical","Agriculture","Deciduous","Sandy loam",1.3,8.73,61.1,33.7,5.2,15.3,834,NA,NA,NA,"Gas chromatography",NA,NA,2500,"8to11",1.5,1,"Exclusion",NA,NA,247,NA,NA
8580,"CN-HB-GUN",2012,NA,101,NA,0.93,NA,NA,NA,12.09,10,"",NA,NA,"","",4,2011,32.63,110.62,234,"Fertilized","Subtropical","Agriculture","Deciduous","Sandy loam",1.3,8.73,61.1,33.7,5.2,15.3,834,NA,NA,NA,"Gas chromatography",NA,NA,2500,"8to11",1.5,1,"Exclusion",NA,NA,247,NA,NA
8580,"CN-HB-GUN",2012,NA,109,NA,1.05,NA,NA,NA,15.06,10,"",NA,NA,"","",4,2011,32.63,110.62,234,"Fertilized","Subtropical","Agriculture","Deciduous","Sandy loam",1.3,8.73,61.1,33.7,5.2,15.3,834,NA,NA,NA,"Gas chromatography",NA,NA,2500,"8to11",1.5,1,"Exclusion",NA,NA,247,NA,NA
8580,"CN-HB-GUN",2012,NA,123,NA,1.49,NA,NA,NA,18.03,10,"",NA,NA,"","",5,2011,32.63,110.62,234,"Fertilized","Subtropical","Agriculture","Deciduous","Sandy loam",1.3,8.73,61.1,33.7,5.2,15.3,834,NA,NA,NA,"Gas chromatography",NA,NA,2500,"8to11",1.5,1,"Exclusion",NA,NA,247,NA,NA
8580,"CN-HB-GCM",2011,NA,99,NA,0.56,NA,NA,NA,22.09,10,"",NA,NA,"","",4,2011.5,32.63,110.62,234,"Fertilized","Subtropical","Agriculture","Deciduous","Sandy loam",1.3,8.73,61.1,33.7,5.2,15.3,834,NA,NA,NA,"Gas chromatography",NA,NA,2500,"8to11",1.5,1,"Exclusion",NA,NA,316,NA,NA
8580,"CN-HB-GCM",2011,NA,116,NA,0.67,NA,NA,NA,24.53,10,"",NA,NA,"","",4,2011.5,32.63,110.62,234,"Fertilized","Subtropical","Agriculture","Deciduous","Sandy loam",1.3,8.73,61.1,33.7,5.2,15.3,834,NA,NA,NA,"Gas chromatography",NA,NA,2500,"8to11",1.5,1,"Exclusion",NA,NA,316,NA,NA
8580,"CN-HB-GCM",2011,NA,131,NA,0.66,NA,NA,NA,23.86,10,"",NA,NA,"","",5,2011.5,32.63,110.62,234,"Fertilized","Subtropical","Agriculture","Deciduous","Sandy loam",1.3,8.73,61.1,33.7,5.2,15.3,834,NA,NA,NA,"Gas chromatography",NA,NA,2500,"8to11",1.5,1,"Exclusion",NA,NA,316,NA,NA
8580,"CN-HB-GCM",2011,NA,143,NA,0.91,NA,NA,NA,25.89,10,"",NA,NA,"","",5,2011.5,32.63,110.62,234,"Fertilized","Subtropical","Agriculture","Deciduous","Sandy loam",1.3,8.73,61.1,33.7,5.2,15.3,834,NA,NA,NA,"Gas chromatography",NA,NA,2500,"8to11",1.5,1,"Exclusion",NA,NA,316,NA,NA
8580,"CN-HB-GCM",2011,NA,152,NA,0.53,NA,NA,NA,24.55,10,"",NA,NA,"","",6,2011.5,32.63,110.62,234,"Fertilized","Subtropical","Agriculture","Deciduous","Sandy loam",1.3,8.73,61.1,33.7,5.2,15.3,834,NA,NA,NA,"Gas chromatography",NA,NA,2500,"8to11",1.5,1,"Exclusion",NA,NA,316,NA,NA
8580,"CN-HB-GCM",2011,NA,164,NA,0.64,NA,NA,NA,26.58,10,"",NA,NA,"","",6,2011.5,32.63,110.62,234,"Fertilized","Subtropical","Agriculture","Deciduous","Sandy loam",1.3,8.73,61.1,33.7,5.2,15.3,834,NA,NA,NA,"Gas chromatography",NA,NA,2500,"8to11",1.5,1,"Exclusion",NA,NA,316,NA,NA
8580,"CN-HB-GCM",2011,NA,176,NA,0.67,NA,NA,NA,26.45,10,"",NA,NA,"","",6,2011.5,32.63,110.62,234,"Fertilized","Subtropical","Agriculture","Deciduous","Sandy loam",1.3,8.73,61.1,33.7,5.2,15.3,834,NA,NA,NA,"Gas chromatography",NA,NA,2500,"8to11",1.5,1,"Exclusion",NA,NA,316,NA,NA
8580,"CN-HB-GCM",2011,NA,188,NA,0.79,NA,NA,NA,25.92,10,"",NA,NA,"","",7,2011.5,32.63,110.62,234,"Fertilized","Subtropical","Agriculture","Deciduous","Sandy loam",1.3,8.73,61.1,33.7,5.2,15.3,834,NA,NA,NA,"Gas chromatography",NA,NA,2500,"8to11",1.5,1,"Exclusion",NA,NA,316,NA,NA
8580,"CN-HB-GCM",2011,NA,197,NA,0.57,NA,NA,NA,26.2,10,"",NA,NA,"","",7,2011.5,32.63,110.62,234,"Fertilized","Subtropical","Agriculture","Deciduous","Sandy loam",1.3,8.73,61.1,33.7,5.2,15.3,834,NA,NA,NA,"Gas chromatography",NA,NA,2500,"8to11",1.5,1,"Exclusion",NA,NA,316,NA,NA
8580,"CN-HB-GCM",2011,NA,206,NA,0.63,NA,NA,NA,25.53,10,"",NA,NA,"","",7,2011.5,32.63,110.62,234,"Fertilized","Subtropical","Agriculture","Deciduous","Sandy loam",1.3,8.73,61.1,33.7,5.2,15.3,834,NA,NA,NA,"Gas chromatography",NA,NA,2500,"8to11",1.5,1,"Exclusion",NA,NA,316,NA,NA
